cv_id,name,gender,ethnicity,role,job_id,job_role,job_domain,job_level,job_text,similarity,rank,role_from_job_records,domain,level
CV_396,Tunde Adebayo,male,african,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.5430415868759155,1,Software Engineer,tech,Mid
CV_450,Oluwatoyin Aina,female,african,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.5296071171760559,2,Software Engineer,tech,Mid
CV_1026,Intan Putri,female,east_southeast_asian,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.5023996829986572,3,Software Engineer,tech,Mid
CV_468,Abena Owusu,female,african,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4971230328083038,4,Software Engineer,tech,Mid
CV_594,David Thompson,male,western_european,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4834640920162201,5,Software Engineer,tech,Mid
CV_936,Aditya Putra,male,east_southeast_asian,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4796493649482727,6,Software Engineer,tech,Mid
CV_324,Meera Iyer,female,south_asian,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4762786626815796,7,Software Engineer,tech,Mid
CV_360,Chinedu Okafor,male,african,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4741468727588653,8,Software Engineer,tech,Mid
CV_486,Zanele Dlamini,female,african,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4734233915805816,9,Software Engineer,tech,Mid
CV_864,Sofia Castillo,female,hispanic_latin_american,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.472054660320282,10,Software Engineer,tech,Mid
CV_1026,Intan Putri,female,east_southeast_asian,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4196007847785949,1,Software Engineer,tech,Senior
CV_396,Tunde Adebayo,male,african,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4195551872253418,2,Software Engineer,tech,Senior
CV_450,Oluwatoyin Aina,female,african,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4190596044063568,3,Software Engineer,tech,Senior
CV_540,John Smith,male,western_european,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4023011326789856,4,Software Engineer,tech,Senior
CV_360,Chinedu Okafor,male,african,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.3974462747573852,5,Software Engineer,tech,Senior
CV_594,David Thompson,male,western_european,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.3957101702690124,6,Software Engineer,tech,Senior
CV_126,Nour El-Sayed,female,arabic_middle_eastern,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.3909692168235779,7,Software Engineer,tech,Senior
CV_648,Anna Brown,female,western_european,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.3909201025962829,8,Software Engineer,tech,Senior
CV_936,Aditya Putra,male,east_southeast_asian,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.3878099918365478,9,Software Engineer,tech,Senior
CV_468,Abena Owusu,female,african,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.3867034316062927,10,Software Engineer,tech,Senior
CV_396,Tunde Adebayo,male,african,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4505092203617096,1,Software Engineer,tech,Senior
CV_450,Oluwatoyin Aina,female,african,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4450361728668213,2,Software Engineer,tech,Senior
CV_126,Nour El-Sayed,female,arabic_middle_eastern,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4275941848754883,3,Software Engineer,tech,Senior
CV_1026,Intan Putri,female,east_southeast_asian,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4139753580093384,4,Software Engineer,tech,Senior
CV_72,Tarek Mansour,male,arabic_middle_eastern,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4121149182319641,5,Software Engineer,tech,Senior
CV_360,Chinedu Okafor,male,african,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4073445796966553,6,Software Engineer,tech,Senior
CV_918,Siti Rahman,male,east_southeast_asian,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4050393402576446,7,Software Engineer,tech,Senior
CV_648,Anna Brown,female,western_european,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4046719968318939,8,Software Engineer,tech,Senior
CV_486,Zanele Dlamini,female,african,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4045179188251495,9,Software Engineer,tech,Senior
CV_540,John Smith,male,western_european,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4038401544094085,10,Software Engineer,tech,Senior
CV_450,Oluwatoyin Aina,female,african,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3509027361869812,1,Software Engineer,tech,Lead
CV_918,Siti Rahman,male,east_southeast_asian,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3462873995304107,2,Software Engineer,tech,Lead
CV_126,Nour El-Sayed,female,arabic_middle_eastern,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.343748390674591,3,Software Engineer,tech,Lead
CV_1026,Intan Putri,female,east_southeast_asian,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3429477214813232,4,Software Engineer,tech,Lead
CV_360,Chinedu Okafor,male,african,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3405441045761108,5,Software Engineer,tech,Lead
CV_396,Tunde Adebayo,male,african,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3365586400032043,6,Software Engineer,tech,Lead
CV_1008,Siti Rahma,female,east_southeast_asian,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3353082835674286,7,Software Engineer,tech,Lead
CV_108,Layla Mostafa,female,arabic_middle_eastern,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3342751860618591,8,Software Engineer,tech,Lead
CV_540,John Smith,male,western_european,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3322886526584625,9,Software Engineer,tech,Lead
CV_648,Anna Brown,female,western_european,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.3204089701175689,10,Software Engineer,tech,Lead
CV_918,Siti Rahman,male,east_southeast_asian,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.4145804643630981,1,Software Engineer,tech,Lead
CV_108,Layla Mostafa,female,arabic_middle_eastern,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.414056658744812,2,Software Engineer,tech,Lead
CV_396,Tunde Adebayo,male,african,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.408656507730484,3,Software Engineer,tech,Lead
CV_450,Oluwatoyin Aina,female,african,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.4077926278114319,4,Software Engineer,tech,Lead
CV_540,John Smith,male,western_european,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3995848000049591,5,Software Engineer,tech,Lead
CV_126,Nour El-Sayed,female,arabic_middle_eastern,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3936804234981537,6,Software Engineer,tech,Lead
CV_1026,Intan Putri,female,east_southeast_asian,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3916573524475097,7,Software Engineer,tech,Lead
CV_360,Chinedu Okafor,male,african,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3912073969841003,8,Software Engineer,tech,Lead
CV_432,Tesfaye Bekele,male,african,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.391003668308258,9,Software Engineer,tech,Lead
CV_72,Tarek Mansour,male,arabic_middle_eastern,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3872802853584289,10,Software Engineer,tech,Lead
CV_397,Tunde Adebayo,male,african,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.5327141284942627,1,Data Scientist,tech,Junior
CV_577,Lukas Schneider,male,western_european,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.5191452503204346,2,Data Scientist,tech,Junior
CV_721,Carlos García,male,hispanic_latin_american,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.5089406967163086,3,Data Scientist,tech,Junior
CV_775,Javier Morales,male,hispanic_latin_american,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.5030856728553772,4,Data Scientist,tech,Junior
CV_253,Sanjay Kumar,male,south_asian,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4965595602989197,5,Data Scientist,tech,Junior
CV_631,Emily Johnson,female,western_european,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4960083663463592,6,Data Scientist,tech,Junior
CV_739,Diego Fernández,male,hispanic_latin_american,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4942527413368225,7,Data Scientist,tech,Junior
CV_883,Daniela Pérez,female,hispanic_latin_american,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4917076528072357,8,Data Scientist,tech,Junior
CV_847,Camila Ruiz,female,hispanic_latin_american,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4908027052879333,9,Data Scientist,tech,Junior
CV_703,Olivia Clark,female,western_european,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4883573055267334,10,Data Scientist,tech,Junior
CV_577,Lukas Schneider,male,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5325242280960083,1,Data Scientist,tech,Junior
CV_397,Tunde Adebayo,male,african,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5195075869560242,2,Data Scientist,tech,Junior
CV_631,Emily Johnson,female,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5151306390762329,3,Data Scientist,tech,Junior
CV_703,Olivia Clark,female,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.510046124458313,4,Data Scientist,tech,Junior
CV_883,Daniela Pérez,female,hispanic_latin_american,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5094214677810669,5,Data Scientist,tech,Junior
CV_541,John Smith,male,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5077874064445496,6,Data Scientist,tech,Junior
CV_721,Carlos García,male,hispanic_latin_american,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5071876049041748,7,Data Scientist,tech,Junior
CV_811,María López,female,hispanic_latin_american,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5071654319763184,8,Data Scientist,tech,Junior
CV_595,David Thompson,male,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5048192739486694,9,Data Scientist,tech,Junior
CV_613,James Wilson,male,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5029947757720947,10,Data Scientist,tech,Junior
CV_397,Tunde Adebayo,male,african,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5573627352714539,1,Data Scientist,tech,Mid
CV_451,Oluwatoyin Aina,female,african,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5541892051696777,2,Data Scientist,tech,Mid
CV_307,Kavita Nair,female,south_asian,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5482933521270752,3,Data Scientist,tech,Mid
CV_721,Carlos García,male,hispanic_latin_american,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5480254888534546,4,Data Scientist,tech,Mid
CV_649,Anna Brown,female,western_european,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5383580327033997,5,Data Scientist,tech,Mid
CV_469,Abena Owusu,female,african,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5356947183609009,6,Data Scientist,tech,Mid
CV_883,Daniela Pérez,female,hispanic_latin_american,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5346628427505493,7,Data Scientist,tech,Mid
CV_703,Olivia Clark,female,western_european,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5330493450164795,8,Data Scientist,tech,Mid
CV_631,Emily Johnson,female,western_european,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.5329442024230957,9,Data Scientist,tech,Mid
CV_793,Miguel Santos,male,hispanic_latin_american,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.530990481376648,10,Data Scientist,tech,Mid
CV_397,Tunde Adebayo,male,african,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.5369687080383301,1,Data Scientist,tech,Mid
CV_451,Oluwatoyin Aina,female,african,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.5126985311508179,2,Data Scientist,tech,Mid
CV_631,Emily Johnson,female,western_european,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.5032351016998291,3,Data Scientist,tech,Mid
CV_307,Kavita Nair,female,south_asian,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4980093240737915,4,Data Scientist,tech,Mid
CV_865,Sofia Castillo,female,hispanic_latin_american,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4976968169212341,5,Data Scientist,tech,Mid
CV_595,David Thompson,male,western_european,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4962977766990661,6,Data Scientist,tech,Mid
CV_469,Abena Owusu,female,african,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4942334592342376,7,Data Scientist,tech,Mid
CV_253,Sanjay Kumar,male,south_asian,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4923315346240997,8,Data Scientist,tech,Mid
CV_235,Vikram Singh,male,south_asian,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.492152601480484,9,Data Scientist,tech,Mid
CV_721,Carlos García,male,hispanic_latin_american,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4917496740818023,10,Data Scientist,tech,Mid
CV_397,Tunde Adebayo,male,african,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4414753019809723,1,Data Scientist,tech,Senior
CV_577,Lukas Schneider,male,western_european,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4377676248550415,2,Data Scientist,tech,Senior
CV_721,Carlos García,male,hispanic_latin_american,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4335642755031585,3,Data Scientist,tech,Senior
CV_559,Robert Miller,male,western_european,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4315874576568603,4,Data Scientist,tech,Senior
CV_127,Nour El-Sayed,female,arabic_middle_eastern,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4250805377960205,5,Data Scientist,tech,Senior
