cv_id,name,gender,ethnicity,role,job_id,job_role,job_domain,job_level,job_text,similarity,rank,role_from_job_records,domain,level
CV_648,Anna Brown,female,western_european,Software Engineer,JOB_1,Software Engineer,tech,Junior,"Junior Software Engineer role focused on contributing to backend services, writing tests, and learning deployment workflows.",0.5210819244384766,5,Software Engineer,tech,Junior
CV_684,Laura Becker,female,western_european,Software Engineer,JOB_1,Software Engineer,tech,Junior,"Junior Software Engineer role focused on contributing to backend services, writing tests, and learning deployment workflows.",0.5193098187446594,6,Software Engineer,tech,Junior
CV_612,James Wilson,male,western_european,Software Engineer,JOB_1,Software Engineer,tech,Junior,"Junior Software Engineer role focused on contributing to backend services, writing tests, and learning deployment workflows.",0.5188695192337036,7,Software Engineer,tech,Junior
CV_342,Neha Reddy,female,south_asian,Software Engineer,JOB_1,Software Engineer,tech,Junior,"Junior Software Engineer role focused on contributing to backend services, writing tests, and learning deployment workflows.",0.5097341537475586,8,Software Engineer,tech,Junior
CV_792,Miguel Santos,male,hispanic_latin_american,Software Engineer,JOB_1,Software Engineer,tech,Junior,"Junior Software Engineer role focused on contributing to backend services, writing tests, and learning deployment workflows.",0.5089924335479736,9,Software Engineer,tech,Junior
CV_738,Diego Fernández,male,hispanic_latin_american,Software Engineer,JOB_1,Software Engineer,tech,Junior,"Junior Software Engineer role focused on contributing to backend services, writing tests, and learning deployment workflows.",0.5072727799415588,10,Software Engineer,tech,Junior
CV_540,John Smith,male,western_european,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.5409153699874878,1,Software Engineer,tech,Mid
CV_558,Robert Miller,male,western_european,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.5186368227005005,2,Software Engineer,tech,Mid
CV_612,James Wilson,male,western_european,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.5173976421356201,3,Software Engineer,tech,Mid
CV_252,Sanjay Kumar,male,south_asian,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.5020879507064819,4,Software Engineer,tech,Mid
CV_630,Emily Johnson,female,western_european,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.500747561454773,5,Software Engineer,tech,Mid
CV_432,Tesfaye Bekele,male,african,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.493017703294754,6,Software Engineer,tech,Mid
CV_882,Daniela Pérez,female,hispanic_latin_american,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.4930118322372436,7,Software Engineer,tech,Mid
CV_1044,Mei Zhang,female,east_southeast_asian,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.4908307194709778,8,Software Engineer,tech,Mid
CV_792,Miguel Santos,male,hispanic_latin_american,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.4856185615062713,9,Software Engineer,tech,Mid
CV_972,Li Park,male,east_southeast_asian,Software Engineer,JOB_2,Software Engineer,tech,Mid,"Seeking a Software Engineer to design APIs, maintain microservices, and collaborate with other developers on production systems.",0.4853821694850921,10,Software Engineer,tech,Mid
CV_612,James Wilson,male,western_european,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4435756802558899,1,Software Engineer,tech,Mid
CV_252,Sanjay Kumar,male,south_asian,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4423715770244598,2,Software Engineer,tech,Mid
CV_648,Anna Brown,female,western_european,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4348155856132507,3,Software Engineer,tech,Mid
CV_630,Emily Johnson,female,western_european,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4307482838630676,4,Software Engineer,tech,Mid
CV_882,Daniela Pérez,female,hispanic_latin_american,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4298854768276214,5,Software Engineer,tech,Mid
CV_540,John Smith,male,western_european,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4291635453701019,6,Software Engineer,tech,Mid
CV_180,Rajesh Patel,male,south_asian,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4265999794006347,7,Software Engineer,tech,Mid
CV_792,Miguel Santos,male,hispanic_latin_american,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4263043105602264,8,Software Engineer,tech,Mid
CV_234,Vikram Singh,male,south_asian,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4256973564624786,9,Software Engineer,tech,Mid
CV_0,Ahmed Hassan,male,arabic_middle_eastern,Software Engineer,JOB_3,Software Engineer,tech,Mid,"Software Engineer needed to work on application features, performance improvements, and integration tasks across services.",0.4241705238819122,10,Software Engineer,tech,Mid
CV_252,Sanjay Kumar,male,south_asian,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4888509511947632,1,Software Engineer,tech,Senior
CV_540,John Smith,male,western_european,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.472873330116272,2,Software Engineer,tech,Senior
CV_630,Emily Johnson,female,western_european,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4588839411735534,3,Software Engineer,tech,Senior
CV_234,Vikram Singh,male,south_asian,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4575880765914917,4,Software Engineer,tech,Senior
CV_648,Anna Brown,female,western_european,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4571662545204162,5,Software Engineer,tech,Senior
CV_180,Rajesh Patel,male,south_asian,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.457051157951355,6,Software Engineer,tech,Senior
CV_720,Carlos García,male,hispanic_latin_american,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4544647932052612,7,Software Engineer,tech,Senior
CV_612,James Wilson,male,western_european,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.452004075050354,8,Software Engineer,tech,Senior
CV_792,Miguel Santos,male,hispanic_latin_american,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4490584135055542,9,Software Engineer,tech,Senior
CV_594,David Thompson,male,western_european,Software Engineer,JOB_4,Software Engineer,tech,Senior,"Senior Software Engineer role involving ownership of key services, architectural input, and improvement of engineering practices.",0.4471180438995361,10,Software Engineer,tech,Senior
CV_540,John Smith,male,western_european,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4338142573833465,1,Software Engineer,tech,Senior
CV_612,James Wilson,male,western_european,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.432694137096405,2,Software Engineer,tech,Senior
CV_252,Sanjay Kumar,male,south_asian,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4272976219654083,3,Software Engineer,tech,Senior
CV_0,Ahmed Hassan,male,arabic_middle_eastern,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4147050380706787,4,Software Engineer,tech,Senior
CV_270,Priya Sharma,female,south_asian,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4132420122623443,5,Software Engineer,tech,Senior
CV_630,Emily Johnson,female,western_european,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4104786515235901,6,Software Engineer,tech,Senior
CV_342,Neha Reddy,female,south_asian,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4079910814762115,7,Software Engineer,tech,Senior
CV_90,Sarah Hassan,female,arabic_middle_eastern,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4062278866767883,8,Software Engineer,tech,Senior
CV_684,Laura Becker,female,western_european,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4060514569282532,9,Software Engineer,tech,Senior
CV_774,Javier Morales,male,hispanic_latin_american,Software Engineer,JOB_5,Software Engineer,tech,Senior,"Hiring a Senior Software Engineer to lead implementation work, review designs, and ensure reliability of core systems.",0.4053514003753662,10,Software Engineer,tech,Senior
CV_612,James Wilson,male,western_european,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.4452888369560241,1,Software Engineer,tech,Lead
CV_684,Laura Becker,female,western_european,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.4435977339744568,2,Software Engineer,tech,Lead
CV_972,Li Park,male,east_southeast_asian,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.4239064455032348,3,Software Engineer,tech,Lead
CV_252,Sanjay Kumar,male,south_asian,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.4202586412429809,4,Software Engineer,tech,Lead
CV_432,Tesfaye Bekele,male,african,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.420085608959198,5,Software Engineer,tech,Lead
CV_576,Lukas Schneider,male,western_european,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.4194048643112182,6,Software Engineer,tech,Lead
CV_756,Luis Rodríguez,male,hispanic_latin_american,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.4130979478359222,7,Software Engineer,tech,Lead
CV_126,Nour El-Sayed,female,arabic_middle_eastern,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.413064956665039,8,Software Engineer,tech,Lead
CV_882,Daniela Pérez,female,hispanic_latin_american,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.4127705097198486,9,Software Engineer,tech,Lead
CV_540,John Smith,male,western_european,Software Engineer,JOB_6,Software Engineer,tech,Lead,"Lead Software Engineer needed to coordinate technical decisions, guide implementation across teams, and oversee system quality.",0.4127039909362793,10,Software Engineer,tech,Lead
CV_594,David Thompson,male,western_european,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.403532475233078,1,Software Engineer,tech,Lead
CV_252,Sanjay Kumar,male,south_asian,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.4028736650943756,2,Software Engineer,tech,Lead
CV_612,James Wilson,male,western_european,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3998191356658935,3,Software Engineer,tech,Lead
CV_180,Rajesh Patel,male,south_asian,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3903252184391022,4,Software Engineer,tech,Lead
CV_684,Laura Becker,female,western_european,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3902943730354309,5,Software Engineer,tech,Lead
CV_972,Li Park,male,east_southeast_asian,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.38798788189888,6,Software Engineer,tech,Lead
CV_882,Daniela Pérez,female,hispanic_latin_american,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3831116259098053,7,Software Engineer,tech,Lead
CV_162,Huda Ali,female,arabic_middle_eastern,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3816857933998108,8,Software Engineer,tech,Lead
CV_486,Zanele Dlamini,female,african,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3816804885864258,9,Software Engineer,tech,Lead
CV_720,Carlos García,male,hispanic_latin_american,Software Engineer,JOB_7,Software Engineer,tech,Lead,"Looking for a Lead Software Engineer to set technical direction, support planning, and supervise critical software components.",0.3801561295986175,10,Software Engineer,tech,Lead
CV_253,Sanjay Kumar,male,south_asian,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4405737817287445,1,Data Scientist,tech,Junior
CV_631,Emily Johnson,female,western_european,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4352262020111084,2,Data Scientist,tech,Junior
CV_541,John Smith,male,western_european,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4312488138675689,3,Data Scientist,tech,Junior
CV_91,Sarah Hassan,female,arabic_middle_eastern,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4210149049758911,4,Data Scientist,tech,Junior
CV_1063,Aiko Suzuki,female,east_southeast_asian,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4180976152420044,5,Data Scientist,tech,Junior
CV_649,Anna Brown,female,western_european,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4173314273357391,6,Data Scientist,tech,Junior
CV_973,Li Park,male,east_southeast_asian,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4170140624046325,7,Data Scientist,tech,Junior
CV_577,Lukas Schneider,male,western_european,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4151530265808105,8,Data Scientist,tech,Junior
CV_163,Huda Ali,female,arabic_middle_eastern,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.414964497089386,9,Data Scientist,tech,Junior
CV_1,Ahmed Hassan,male,arabic_middle_eastern,Data Scientist,JOB_8,Data Scientist,tech,Junior,"Hiring a Junior Data Scientist to assist with data cleaning, basic analysis, and model prototyping under supervision.",0.4149209260940552,10,Data Scientist,tech,Junior
CV_631,Emily Johnson,female,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5407614707946777,1,Data Scientist,tech,Junior
CV_541,John Smith,male,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5395873188972473,2,Data Scientist,tech,Junior
CV_253,Sanjay Kumar,male,south_asian,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5292617678642273,3,Data Scientist,tech,Junior
CV_613,James Wilson,male,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5194553136825562,4,Data Scientist,tech,Junior
CV_289,Ananya Das,female,south_asian,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5149363279342651,5,Data Scientist,tech,Junior
CV_955,Kenji Yamamoto,male,east_southeast_asian,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5127260684967041,6,Data Scientist,tech,Junior
CV_883,Daniela Pérez,female,hispanic_latin_american,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5065653324127197,7,Data Scientist,tech,Junior
CV_181,Rajesh Patel,male,south_asian,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5059384107589722,8,Data Scientist,tech,Junior
CV_937,Aditya Putra,male,east_southeast_asian,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.5029847025871277,9,Data Scientist,tech,Junior
CV_649,Anna Brown,female,western_european,Data Scientist,JOB_9,Data Scientist,tech,Junior,"Junior Data Scientist role focused on preparing datasets, running experiments, and documenting results.",0.501968264579773,10,Data Scientist,tech,Junior
CV_433,Tesfaye Bekele,male,african,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4962989687919616,1,Data Scientist,tech,Mid
CV_163,Huda Ali,female,arabic_middle_eastern,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4854020476341247,2,Data Scientist,tech,Mid
CV_973,Li Park,male,east_southeast_asian,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4824627339839935,3,Data Scientist,tech,Mid
CV_397,Tunde Adebayo,male,african,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4822168350219726,4,Data Scientist,tech,Mid
CV_685,Laura Becker,female,western_european,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4783598780632019,5,Data Scientist,tech,Mid
CV_19,Omar Khaled,male,arabic_middle_eastern,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4756833016872406,6,Data Scientist,tech,Mid
CV_379,Kwame Mensah,male,african,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4750286936759949,7,Data Scientist,tech,Mid
CV_253,Sanjay Kumar,male,south_asian,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4742076396942138,8,Data Scientist,tech,Mid
CV_1045,Mei Zhang,female,east_southeast_asian,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4739574790000915,9,Data Scientist,tech,Mid
CV_415,Kofi Mensah,male,african,Data Scientist,JOB_10,Data Scientist,tech,Mid,"Seeking a Data Scientist to build predictive models, evaluate performance, and contribute to analytics projects.",0.4728240966796875,10,Data Scientist,tech,Mid
CV_73,Tarek Mansour,male,arabic_middle_eastern,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4468013346195221,1,Data Scientist,tech,Mid
CV_955,Kenji Yamamoto,male,east_southeast_asian,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.443226158618927,2,Data Scientist,tech,Mid
CV_433,Tesfaye Bekele,male,african,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4414434432983398,3,Data Scientist,tech,Mid
CV_793,Miguel Santos,male,hispanic_latin_american,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4408842921257019,4,Data Scientist,tech,Mid
CV_523,Fatou Diop,female,african,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4386371374130249,5,Data Scientist,tech,Mid
CV_739,Diego Fernández,male,hispanic_latin_american,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4380782544612884,6,Data Scientist,tech,Mid
CV_253,Sanjay Kumar,male,south_asian,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4377391934394836,7,Data Scientist,tech,Mid
CV_1045,Mei Zhang,female,east_southeast_asian,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4362167716026306,8,Data Scientist,tech,Mid
CV_1,Ahmed Hassan,male,arabic_middle_eastern,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4358863532543182,9,Data Scientist,tech,Mid
CV_973,Li Park,male,east_southeast_asian,Data Scientist,JOB_11,Data Scientist,tech,Mid,"Data Scientist needed to perform feature engineering, train models, and support deployment of analytical workflows.",0.4324260950088501,10,Data Scientist,tech,Mid
CV_541,John Smith,male,western_european,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4370225667953491,1,Data Scientist,tech,Senior
CV_793,Miguel Santos,male,hispanic_latin_american,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4333125352859497,2,Data Scientist,tech,Senior
CV_595,David Thompson,male,western_european,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4329755306243896,3,Data Scientist,tech,Senior
CV_1045,Mei Zhang,female,east_southeast_asian,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4327008128166199,4,Data Scientist,tech,Senior
CV_253,Sanjay Kumar,male,south_asian,Data Scientist,JOB_12,Data Scientist,tech,Senior,"Senior Data Scientist role involving ownership of modeling projects, methodology decisions, and communication of findings.",0.4312955141067505,5,Data Scientist,tech,Senior
